Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Firm_Normalized,Firm_Final,Firm_ByPhone,Firm_ByAddress,Address2_Normalized,Name_Changed_Flag
APACHE SPRINGS HOMEOWNERS ASSOCIATION,956-1994,REG,146,(702) 262-9091,C/O REGAL PROPERTY MANAGEMENT,3945 W RENO AVE STE E,LAS VEGAS,NV,89118,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
APPALOOSA CANYON/QUARTERHORSE FALLS HOMEOWNERS ASSOCIATION,2484-2000,REG,339,(702) 458-2580,C/O COLONIAL PROPERTY MANAGEMENT,8595 S EASTERN AVENUE,LAS VEGAS,NV,89123,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
APPROACH 80 HOMEOWNERS ASSOCIATION,7239-1981,REG,38,(702) 362-0318,"C/O PERFORMANCE CAM, LLC",5135 CAMINO AL NORTE #100,N LAS VEGAS,NV,89031,Clark,western nevada management,western nevada management,western nevada management,western nevada management,255 w peckham lane,False
ARAGON HOMEOWNERS' ASSOCIATION,0112782015-8,REG,143,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89183,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
ARBOR GLEN HOMEOWNERS ASSOCIATION,0053052006-8,REG,147,(702) 292-9091,C/O REGAL PROPERTY MANAGEMENT,3945 W RENO AVE STE E,LAS VEGAS,NV,89118,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
ARBOR GROVE @ SUMMERLIN NORTH,SAME AS MASTER,SAM,165,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
ARBOR HEIGHTS COMMUNITY ASSOCIATION,1422912019-5,REG,69,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,associa sierra north,associa sierra north,associa sierra north,associa sierra north,10509 professional cir,False
"ARBOR LANE LANDSCAPE MAINTENANCE ASSOCIATION, INC",9376-2000,REG,261,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARBOR PARK COMMUNITY ASSOCIATION,2024-2000,REG,160,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARBOR VIEW @ SUMMERLIN NORTH,SAME AS MASTER,SAM,88,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARBOR VILLAS HOMEOWNERS ASSOCIATION,0087732019-5,REG,147,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89521,Washoe,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
"ARBORS OWNERS ASSOCIATION INC, THE",3100-1984,REG,159,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,"3100 WEST SAHARA AVE., SUITE 203",LAS VEGAS,NV,89102,Clark,real propertie management group,real propertie management group,real propertie management group,real propertie management group,po box 95606,False
ARBUCKLE DRIVE HOMEOWNERS ASSOCIATION,6425-1992,SUB,48,(702) 645-1210,"C/O ADEPT MANAGEMENT SERVICES, INC",5550 PAINTED MIRAGE RD STE 320,LAS VEGAS,NV,89149,Clark,first columbia community manager,first columbia community management,first columbia community management,first columbia community manager,po box 2875,True
ARDEN PARK HOMEOWNERS' ASSOCIATION,0142012009-5,REG,40,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARDIENTE HOMEOWNERS ASSOCIATION,0362832005-5,REG,788,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,griswold real estate management,griswold real estate management,griswold real estate management,griswold real estate management,3260 fountain fall way 1026,False
ARGENTS HILL DRIVE HOMEOWNERS ASSOCIATION,8812-1994,SUB,42,(702) 645-1210,C/O ADEPT MANAGEMENT SERVICES INC,5550 PAINTED MIRAGE RD STE 320,LAS VEGAS,NV,89149,Clark,associa nv south,associa nevada south,associa nevada south,associa nv south,7670 w lake mead,True
ARIANNA RIDGE HOMEOWNERS ASSOCIATION,0515642005-7,REG,30,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,6935 aliante pkwy,False
ARISTA HOMEOWNERS' ASSOCIATION,0257342014-9,REG,51,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,nevada community management,nevada community management,nevada community management,nevada community management,7571 tule spring rd,False
ARLINGTON RANCH ESTATES HOMEOWNERS ASSOCIATION,8387-2004,REG,137,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,"6280 S VALLEY VIEW BLVD, SUITE 310",LAS VEGAS,NV,89118,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd 100,False
ARLINGTON RANCH LANDSCAPE MAINTENANCE ASSOCIATION,8386-2004,REG,1233,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,seabreeze management,seabreeze management,seabreeze management,seabreeze management,9205 w russell rd,False
ARLINGTON RANCH MANOR HOMEOWNERS ASSOCIATION,8389-2004,REG,160,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,hoa management,hoa management,hoa management,hoa management,6595 w smoke ranch,False
ARLINGTON TOWERS HOMEOWNERS ASSOCIATION,5587-1980,REG,194,(775) 284-4434,"C/O WESTERN NEVADA MANAGEMENT, INC","255 W PECKHAM LANE, SUITE 2",RENO,NV,89509,Washoe,camco,camco,camco,camco,po box 400518,False
ARLINGTON WEST MANOR HOMEOWNERS ASSOCIATION,0843812006-6,REG,48,(702) 362-6262,C/O TERRA WEST MANAGEMENT SERVICES,PO BOX 80900,LAS VEGAS,NV,89180,Clark,howard hughe,howard hughe,howard hughe,howard hughe,10801 w charleston blvd 33d fl,False
ARLINGTON WEST TWILIGHT HOMEOWNERS ASSOCIATION,0843092005-7,REG,131,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,associa nevada south,associa nevada south,associa nevada south,associa nevada south,7670 w lake mead blvd,False
ARMANO HOMEOWNERS ASSOCIATION,13032782021-3,SUB,93,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,summerlin community management,summerlin community management,summerlin community management,summerlin community management,2120 snow trail,False
ARROWCREEK HOMEOWNERS ASSOCIATION,9936-1997,REG,1090,(775) 626-7333,C/O ASSOCIA SIERRA NORTH,10509 PROFESSIONAL CIR STE 200,RENO,NV,89521,Washoe,nicklin community management service,nicklin community management service,nicklin property management,nicklin property management,375 n stephanie,False
ARROWHEAD ESTATES HOMEOWNERS ASSOCIATION,2111-1981,REG,68,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,community management group,community management group,community management group,community management group,2450 box canyon dr,False
ARROWHEAD POINTE OWNERS ASSOCIATION INC,8583-1995,REG,112,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
ARROYO CANYON HOMEOWNERS ASSOCIATION,0562382005-2,REG,63,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,swiss time management,swiss time management,swiss time management,swiss time management,po box 6005,False
ARROYO GRANDE LANDSCAPE MAINTENANCE ASSOCIATION,8510-2000,REG,316,(702) 737-8580,"C/O FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 ARVILLE ST,LAS VEGAS,NV,89139,Clark,capital consulting management,capital consultant management,,capital consultant management,8090 blue diamond rd,True
ARROYO MESA TOWNHOMES HOMEOWNERS ASSOCIATION,21220-2000,REG,240,(702) 933-7764,C/O REAL PROPERTIES MANAGEMENT GROUP INC,PO BOX 95606,LAS VEGAS,NV,89193,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARROYO SUMMIT HOMEOWNERS ASSOCIATION,0325252012-9,REG,22,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGERS INC,PO BOX 2875,LAS VEGAS,NV,89126,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARTESIA OWNERS ASSOCIATION,26226-1999,REG,874,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ARTESIAN HOMEOWNERS ASSOCIATION,0024732017-8,REG,122,(702) 434-5890,C/O GRISWOLD REAL ESTATE MANAGEMENT,3260 FOUNTAIN FALLS WAY #1026,N LAS VEGAS,NV,89032,Clark,prime community management,prime community management,prime community management,prime community management,3556 e russell rd,False
ASCENT COMMUNITY ASSOCIATION,11595032021-9,SUB,137,(702) 795-3344,C/O ASSOCIA NV SOUTH,7670 W LAKE MEAD SUITE 100,LAS VEGAS,NV,89128,Clark,nevada community management,nevada community management,nevada community management,nevada community management,7571 tule spring rd,False
ASCENT HOMEOWNERS ASSOCIATION,8750842020-4,REG,20,(702) 305-2753,C/O TRITON HOA SERVICES LLC,6935 ALIANTE PKWY SUITE 104-141,N LAS VEGAS,NV,89084,Clark,first columbia community management,first columbia community management,first columbia community management,first columbia community management,3100 w sahara ave,False
ASCENTE HOMEOWNERS ASSOCIATION,24203-2002,REG,46,(702) 222-2391,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS RD,LAS VEGAS,NV,89131,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ASCHER CREEK HOMEOWNERS ASSOCIATION,0107472016-5,REG,36,(702) 736-0679,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N. PECOS RD. #100,HENDERSON,NV,89074,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ASHCROFT AT NORTH RANCH COMMUNITY ASSOCIATION,1542342019-3,REG,109,(702) 318-7070,C/O SEABREEZE MANAGEMENT,9205 W RUSSELL RD SUITE 240,LAS VEGAS,NV,89148,Clark,camco,camco,camco,camco,po box 400518,False
ASHFORD PARK HOMEOWNERS ASSOCIATION,8490-1996,REG,96,(702) 990-9707,C/O HOA MANAGEMENT,"6595 W. SMOKE RANCH, SUITE 110",LAS VEGAS,NV,89108,Clark,taylor association management,taylor association management,taylor association management,taylor association management,259 n peco rd,False
ASHLEY RIDGE ASSOCIATION,30639-2003,REG,200,(702) 982-0430,C/O DESERT COMMUNITY MANAGEMENT,6240 N DURANGO DR STE 115,LAS VEGAS,NV,89149,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron ave,False
ASHMORE HOMEOWNERS ASSOCIATION,0602442015-1,REG,148,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,integrity based management,integrity based management,integrity based management,integrity based management,2920 n green valley parkway 821,False
ASHTON PARK @ SUMMERLIN WEST COMMUNITY ASSOCIATION,SAME AS MASTER,SAM,117,(702) 791-4600,C/O HOWARD HUGHES CORPORATION,10801 W CHARLESTON BLVD 33D FL,LAS VEGAS,NV,89135,Clark,adept management service,adept management service,adept management service,adept management service,5550 painted mirage rd,False
ASHTON PLACE MAINTENANCE CORPORATION,20018-2004,REG,88,(702) 795-3344,C/O ASSOCIA NEVADA SOUTH,7670 W. LAKE MEAD BLVD STE 100,LAS VEGAS,NV,89128,Clark,camco,camco,camco,camco,po box 400518,False
ASPEN GLEN @ SUMMERLIN NORTH,SAME AS MASTER,SAM,130,(702) 838-5500,C/O SUMMERLIN COMMUNITY MANAGEMENT,2120 SNOW TRAIL,LAS VEGAS,NV,89134,Clark,camco,camco,camco,camco,po box 400518,False
ASPEN HILLS II ASSOCIATION,27887-1998,REG,206,(702) 851-7660,C/O NICKLIN COMMUNITY MANAGEMENT SERVICES,375 N STEPHANIE STE. 911,HENDERSON,NV,89014,Clark,desert living,desert living,desert living,desert living,8925 s peco rd,False
ASPEN MEADOWS HOMEOWNERS ASSOCIATION,30597-2000,SUB,113,(702) 942-2500,C/O COMMUNITY MANAGEMENT GROUP,2450 BOX CANYON DR,LAS VEGAS,NV,89128,Clark,thoroughbred management,thoroughbred management,thoroughbred management,thoroughbred management,2555 w cheyenne ave,False
ASPEN PEAK HOMEOWNERS ASSOCIATION INC,21791-2003,REG,300,(702) 202-4330,C/O PANDG,129 W LAKE MEAD PKWY STE 16,HENDERSON,NV,89015,Clark,triton hoa service,triton hoa service,triton hoa service,triton hoa service,10501 w gowan rd,False
ASPEN WOODS OWNERS ASSOCIATION,10786-1992,REG,15,(775) 831-5345,C/O SWISS TIME MANAGEMENT,PO BOX 6005,INCLINE VILLAGE,NV,89450,Washoe,camco,camco,camco,camco,po box 400518,False
ASPIRE @ MOUNTAIN'S EDGE,SAME AS MASTER,SAM,59,,C/O CAPITAL CONSULTING MANAGEMENT CORPORATION,8090 BLUE DIAMOND RD,LAS VEGAS,NV,89178,Clark,camco,camco,camco,camco,po box 400518,False
ASSOCIATION OF HOMEOWNERS OF TIBURON ESTATES - 3,4689-1978,REG,211,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,sierra community management,sierra community management,sierra community management,sierra community management,6280 s valley view blvd 310,False
ASTORIA ESTATES PROPERTY OWNERS ASSOCIATION,7689-1989,REG,7,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
ASTORIA IRON MOUNTAIN HOMEOWNERS' ASSOCIATION,20500-1999,REG,178,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,camco,camco,camco,camco,po box 400518,False
ASTORIA TRAILS NORTH HOMEOWNERS ASSOCIATION,8741-1999,REG,156,(702) 869-0937,C/O PRIME COMMUNITY MANAGEMENT,3556 E RUSSELL RD,LAS VEGAS,NV,89120,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
ASTORIA TRAILS SOUTH HOMEOWNERS ASSOCIATION,10230-1999,REG,225,(702) 655-7064,C/O NEVADA COMMUNITY MANAGEMENT,7571 TULE SPRINGS ROAD,LAS VEGAS,NV,89131,Clark,colonial property management,colonial property management,colonial property management,colonial property management,8595 s eastern ave,False
ATRIUM GARDENS HOMEOWNERS ASSOCIATION,6726-1981,REG,208,(702) 365-6720,C/O FIRST COLUMBIA COMMUNITY MANAGEMENT INC,3100 W SAHARA AVE STE 203,LAS VEGAS,NV,89102,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,639 isbell rd,False
AUBURN AND BRADFORD AT PROVIDENCE HOMEOWNERS' ASSOCIATION,0035752006-0,SUB,275,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,camco,camco,camco,camco,po box 400518,False
AUGUSTA BELFORD AND ELLINGWOOD HOMEOWNERS ASSOCIATION,0819242005-6,SUB,250,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT INC,2555 W CHEYENNE AVE,N LAS VEGAS,NV,89032,Clark,camco,camco,camco,camco,po box 400518,False
AURORA 1 HOMEOWNERS ASSOCIATION,25653-1997,REG,78,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,level property management,level property management,level property management,level property management,8966 spanish ridge ave,False
AURORA ASSOCIATION,7816-2002,REG,112,(702) 736-9450,C/O TAYLOR ASSOCIATION MANAGEMENT,259 N PECOS RD STE 100,HENDERSON,NV,89074,Clark,eugene burger management,eugene burger management,eugene burger management,eugene burger management,po box 751330,False
AURORA CANYON HOMEOWNERS ASSOCIATION,6021-2001,REG,123,702-362-6262,C/O TERRA WEST MANAGEMENT SERVICES,6655 S CIMARRON AVE STE 200,LAS VEGAS,NV,89113,Clark,pandg,pandg,pandg,pandg,129 w lake mead pkwy,False
AURORA ESTATES OWNERS ASSOCIATION INC,17194-1999,REG,19,(702) 754-0000,C/O INTEGRITY BASED MANAGEMENT LLC,2920 N GREEN VALLEY PARKWAY #821,HENDERSON,NV,89014,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
AURORA GLEN HOMEOWNERS ASSOCIATION,559-1999,REG,78,(702) 645-1210,C/O ADEPT MANAGEMENT SERVICES INC,5550 PAINTED MIRAGE RD STE 320,LAS VEGAS,NV,89149,Clark,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,8290 arville st,False
AURORA HEIGHTS HOMEOWNERS ASSOCIATION,0372822018-1,REG,82,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,terra west management service,terra west management service,terra west management service,terra west management service,6655 s cimarron rd,False
AURORA HIGHLANDS HOMEOWNERS ASSOCIATION,26828-1999,REG,78,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,epic association management,epic association management,firstservice residential nevada,epic association management,8712 spanish ridge ave,False
AURORA HILLS HOMEOWNERS' ASSOCIATION,0219092015-3,REG,121,(702) 992-7211,"C/O DESERT LIVING, INC.",8925 S PECOS RD STE 15A,HENDERSON,NV,89074,Clark,sierra community management,sierra community management,sierra community management,sierra community management,6280 s valley view blvd,False
AURORA'S EDGE HOMEOWNERS ASSOCIATION,0016102017-3,REG,65,(702) 515-2042,C/O THOROUGHBRED MANAGEMENT,2555 W. CHEYENNE AVENUE,N. LAS VEGAS,NV,89032,Clark,on the ball,on the ball,on the ball,on the ball,1180 n town center dr,False
AUTUMN CHASE HOMEOWNERS ASSOCIATION,34829-2001,REG,46,(702) 395-2399,C/O TRITON HOA SERVICES LLC,10501 W GOWAN RD STE 260,LAS VEGAS,NV,89129,Clark,terra west management service,terra west management service,terra west management service,terra west management service,po box 80900,False
AUTUMN CLIFFS HOMEOWNERS ASSOCIATION,0059742019-2,REG,69,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,epic association management,epic association management,epic association management,epic association management,8712 spanish ridge ave,False
AUTUMN COLORS HOMEOWNERS ASSOCIATION,0248742013-5,REG,96,(775) 738-7156,,P.O. BOX 166,ELKO,NV,89803,Elko,,,,,,
AUTUMN CREEK ESTATES HOMEOWNERS ASSOCIATION,0786912006-8,REG,18,(702) 531-3382,C/O CAMCO,PO BOX 400518,LAS VEGAS,NV,89140,Clark,toll brother lv,toll south lv,toll south lv,toll brother lv,140 n town center,True
AUTUMN GLEN HOMEOWNERS ASSOCIATION,0397382006-2,REG,31,(702) 754-6313,C/O SIERRA COMMUNITY MANAGEMENT,6280 S. VALLEY VIEW BLVD. #310,LAS VEGAS,NV,89118,Clark,regal property management,regal property management,regal property management,regal property management,3945 w reno ave,False
