Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Canonical,Firm_Final
Montecito Homeowners Association,26087-2000,SUB,221.0,(702) 737-8580," Firstservice Residential, Nevada Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Monterrey Ii Owners Association,17480-1995,SUB,125.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mount Hope Highlands Community Association,30069-2003,REG,49.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mt Charleston Golf Estates Homeowners Association,5806-1981,REG,45.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Nye,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Mystic Valley Association,28252-1999,REG,103.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Newport Lofts Homeowners Association,0033662005-6,MSTR,171.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
North Meadows Homeowners Association,26494-2000,REG,217.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
North Meadows West Homeowners Association,8093-2002,REG,195.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Northbrook Ranch Homeowners' Association, Inc.",29903-2002,REG,62.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Northern Terrace Homeowners Association,0823162006-3,SUB,920.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Northshores Owners Association,16685-1994,MSTR,640.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Northstar Estates Homeowners' Association,978-2005,REG,235.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Ogden Unit Owners' Association, The",0160172008-4,REG,751.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Old Vegas Manor And Estates Home Owners Association,23943-2002,REG,229.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Old Vegas Ranch Landscape Maintenance Association,23929-2002,REG,860.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pacific Legends Green Valley Owners Association,18767-1995,REG,195.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Palisades Community Association,5497-1999,SUB,131.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Palisades Point Property Owners Association,9083-1993,REG,80.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Palmilla @ The Vistas Homeowners Association,0339482005-3,SUB,81.0,(702) 737-8580," Firstservice Residential, Nevada Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Palmilla Homeowner'S Association,14571-2003,REG,300.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Paloma Homeowners,11682-1998,SUB,202.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Paradise Hills Landscape Maintenance Association, Inc.",453-1996,REG,854.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Park View Community Association,0121472016-3,REG,350.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Parks Homeowners Association, The",22737-2000,REG,449.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Paseo At Coronado Ranch Landscape Maintenance Corporation,28312-2000,REG,10000.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Paseo Ridge Homeowners Association,15594-2004,REG,139.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pearl Cove Ii Homeowners Association,31082-2003,REG,95.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pearl Homeowners Association,22517-2002,REG,265.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pebble Creek West Homeowners Association,0825672005-5,REG,241.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Pine Cove Landscape Maintenance Association, The",30359-2002,REG,65.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pine Meadows Community Association,13863-1997,REG,633.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Pleasant Valley Homeowners Association,0424392006-7,REG,388.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Nye,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Ponderosa Park Owners Association,739-1970,REG,73.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Douglas,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Positano Homeowners Association,0358592006-0,REG,148.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Quail Ridge Homeowners Association,25542-1998,SUB,130.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Queensridge Owners Association,15704-1996,MSTR,781.0,(702) 737-8580, Firstservices Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Racetrack And Newport Lake Valley Estates Community Association,691-2003,REG,54.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Rainbow Crossing Estates Homeowners Association,0575582018-6,REG,106.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Rancho Haven Property Owners,2061-1971,REG,403.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Washoe,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Regency At Summerlin Community Association,0161022016-8,SUB,458.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Residence At Canyon Gate Homeowners Association Inc, The",0734832005-5,REG,504.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Rhodes Ranch Association Inc,21906-1997,REG,9000.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Ridgecrest Community Association,0339932018-3,REG,154.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Ridgeview Village Homeowners' Association,4944-1983,REG,154.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Riva-Monet Homeowners Association,5684-1996,REG,175.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Rosabella At Alexander Estates Homeowners' Association,1520-2005,REG,128.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Saddle Peak At Nevada Trails Community Association,2663-2002,SUB,328.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sahara Mountain Vista Homeowners Association,491-1997,REG,176.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
San Marino Property Owners Association,14957-1999,SUB,215.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
San Niccolo At Southern Highlands Homeowners Association,22777-2003,SUB,300.0,(702) 737-8580," Firstservice Residential, Nevada Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
San Rafael Homeowners Association Inc,27631-1997,REG,147.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
San Sevino East At Southern Highlands Homeowners Association,22780-2003,SUB,44.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville Street,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sapphire Ridge Landscape Maintenance Association,18082-2002,REG,150.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Washoe,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Savalli Estates Homeowners' Association, Inc.",3737-1980,REG,200.0,(702) 737-8580, Firstservice Residential Nevada,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Savannah Place Homeowners Association,0157222005-3,REG,201.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Seasons At Aliante Community Association,10763-2003,SUB,148.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Seasons Homeowners Association, The",2300-2002,REG,380.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Shadow Mountain Ranch Landscape Maintenance Corporation,13162-1999,REG,661.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Shadow Springs Community Association,10016-2003,REG,611.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sierra Gardens Homeowners Association,3381-1983,REG,209.0,(702) 737-8580, Firstservice Residential Nevada Ll,8290 Arville St,Las Vegas,NV,89139,Washoe,8290 arville st,firstservice residential nevada ll,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Sierra Hills Landscape Maintenance Association, The",15644-2003,REG,138.0,(702) 737-8580," Firstservice Residential, Nevada Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sierra Madre At Mountains Edge Homeowners Association,0018042006-4,SUB,136.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Silver Terrace Ii Landscape Maintenance Association,0125582005-7,REG,208.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville Ave,Las Vegas,NV,89139,Washoe,8290 arville ave,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Silverado Court Landscape Maintenance Corporation,516-2003,REG,1000.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Silverado Pointe/Ridge Homeowners Association,1338-1999,REG,184.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Silverado Ranch Landscape Maintenance Corporation,9149-1998,REG,342.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Solera At Stallion Mountain Unit Owners' Association,0270062005-1,REG,838.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sommerset Homeowners Association,12392-1992,REG,86.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
South Canyons Homeowners Association,10492-2004,REG,155.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Southern Terrace Homeowners Association,21850-2001,REG,908.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Spanish Hills Community Association,9382-1992,REG,166.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Spring Mountain Ranch Master Association,15066-1997,MSTR,1468.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Springs At Eldorado Homeowners' Association,0219082015-2,REG,200.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Steeplechase Homeowners Association,14892-2001,REG,80.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sterling At Silver Springs Homeowners Association,26693-1998,REG,240.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Stetson Ranch Homeowners Association,18226-2003,REG,575.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Stone Mountain Homeowners Association,10785-2001,REG,143.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Stone Ridge 1 Homeowners Association,0401782006-7,REG,174.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Stonefield Homeowners Association,10734-2003,REG,305.0,(702) 737-8580," Firstservice Residential, Nevada Llc",8290 Arville Ste,Las Vegas,NV,89139,Washoe,8290 arville,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Stonehurst At Mountains Edge Homeowners Association,0109622005-3,SUB,269.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Stratford Homeowners Association,20925-2003,REG,106.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sturbridge Homeowners Association,31112-2000,REG,96.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Summergate Homeowners Association,23935-1999,REG,83.0,(702) 737-8580," Firstservice Residential, Nevada Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sun City Aliante Community Association,3363-2003,SUB,2028.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sunburst Homeowners Association,30833-2001,REG,216.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sunhampton Owners Association,19280-1994,REG,136.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sunrise Canyon Community Association,4606-2004,REG,202.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sunrise Villas V Homeowners Association,1574-1977,REG,61.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sunset Pass Homeowners Association,345-2005,REG,189.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
"Sunset Pines Landscape Maintenance Association, Inc.",2838-2003,REG,202.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sunset Pines North Limited Homeowners Association,22894-2004,REG,75.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Sunset Trails Homeowners' Association,31675-2004,REG,150.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Tahoe Ii Homeowners Association,9952-1997,REG,72.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Talon Pointe Homeowner Association,28528-1998,SUB,111.0,(702) 737-8580, Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
Tamarac Parc Homeowners Association,15278-1994,REG,113.0,(702) 737-8580, First Service Residential,8290 Arvillle St,Las Vegas,NV,89139,Clark,8290 arvillle st,first service residential,7027378580,firstservice residential nevada,first service residential,firstservice residential nevada,firstservice residential nevada
Tempo Homeowners Association Inc,17837-1999,REG,291.0,(702) 737-8580," Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada
